Episode,Chapter,Index,Name,Text
Turnabout samurai,3,303,Oldbag,Huff... puff... I... I could visit poor Hammer... I'd like to visit... huff... he died... whew. I was his... his fan.
Turnabout samurai,3,304,Phoenix,"You don't have your own card, Ms. Oldbag?"
Turnabout samurai,3,305,Oldbag,"Studio One isn't my turf. Huff... huff... You'll let me borrow... borrow it, then?"
Turnabout samurai,3,306,Phoenix,"(If I give her the cardkey, then I won't be able to get into Studio One...!)"
Turnabout samurai,3,307,Mia,"Why don't you let her borrow it, Phoenix?"
Turnabout samurai,3,308,Phoenix,"I guess it can't hurt. Here you go, Ms. Oldbag."
Turnabout samurai,3,309,Oldbag,"... Listen to me, sonny. I don't like having debts to no whippersnappers. You take this, and we're even. Deal?"
Turnabout samurai,3,310,Phoenix,What's this...? A Steel Samurai trading card?
Turnabout samurai,3,311,Oldbag,"That sneaky kid dropped it! I figure it's pretty important to him, though."
Turnabout samurai,3,312,Phoenix,"Thank you, I may have a use for this. (This must be the ""hostage"" she was talking about.)"
Turnabout samurai,3,313,Oldbag,Right. I'm off.
Turnabout samurai,3,314,Phoenix,"(There she goes, hobbling off toward the studio...)"
Turnabout samurai,3,315,Phoenix,"Hey! Hey, you! W-wait a sec!"
Turnabout samurai,3,316,Mia,... Phoenix... Was that the boy?
Turnabout samurai,3,317,Phoenix,"Yeah. His name's ""Cody Hackins."""
Turnabout samurai,3,318,Mia,I think he ran into the dressing room.
Turnabout samurai,3,319,Phoenix,He's sure to be in here somewhere... Found you!
Turnabout samurai,3,320,Cody,...!
Turnabout samurai,3,321,Phoenix,Dammit! He's getting away!
Turnabout samurai,3,322,Mia,Come back! ... There. He's back.
Turnabout samurai,3,323,Phoenix,(How did she...!?)
Turnabout samurai,3,324,Cody,...
Turnabout samurai,3,325,Mia,Hey there. Would you mind helping us out? Please?
Turnabout samurai,3,326,Cody,... I-I'm Cody.
Turnabout samurai,3,327,Mia,"Hello, Cody. I'm Mia. Mia Fey. Nice to meet you."
Turnabout samurai,3,328,Cody,Yo.
Turnabout samurai,3,329,Phoenix,And I'm Phoenix Wright!
Turnabout samurai,3,330,Cody,Who asked?
Turnabout samurai,3,331,Mia,"Phoenix, you can take it from here."
Turnabout samurai,3,332,Phoenix,(I'm not so sure I'm qualified...)
Turnabout samurai,3,333,Phoenix,"The Steel Samurai's so cool. I think he's the, um, the ""bomb."""
Turnabout samurai,3,334,Cody,Hah! What would a lamer like you know about the Steel Samurai!
Turnabout samurai,3,335,Phoenix,"H-hey, watch that attitude!"
Turnabout samurai,3,336,Mia,"Phoenix, you really should't yell like that. He's only a kid."
Turnabout samurai,3,337,Cody,Yeah! Don't yell like that I'm only a kid!
Turnabout samurai,3,338,Phoenix,"So, do you know anything about what happened here? Could you tell me, please?"
Turnabout samurai,3,339,Cody,I don't know nothing!
Turnabout samurai,3,340,Phoenix,(Hmm... looks like a little persuasion's necessary. Maybe a bribe...?)
Turnabout samurai,3,341,Phoenix,Cody... This look familiar?
Turnabout samurai,3,342,Cody,Hey! My UR!
Turnabout samurai,3,343,Phoenix,"""You are""... huh?"
Turnabout samurai,3,344,Cody,"""U.R."" You know, ""ultra rare""! That card's really hard to get! Man, for a grown-up, you sure are dumb!"
Turnabout samurai,3,345,Phoenix,I'll give you this... IF you help me.
Turnabout samurai,3,346,Cody,"But that's my card! By offering me something I already own, you're in effect eschewing the very basis of our consumer society, namely the principle of fair trade! Man, for a grown-up, you sure are dumb!"
Turnabout samurai,3,347,Phoenix,(W-what do they teach these kids in school these days!? Quantum physics!?)
Turnabout samurai,3,348,Cody,"Whatever, I don't need that card."
Turnabout samurai,3,349,Phoenix,Huh?
Turnabout samurai,3,350,Cody,I got a double. Just keep it. It's yours.
Turnabout samurai,3,351,Phoenix,(What!? After I went through all that trouble...)
Turnabout samurai,3,352,Cody,"If you want to trade, find me a REALLY rare card!"
Turnabout samurai,3,353,Phoenix,"""Really rare""!? You mean there's something rarer than ""Ultra Rare""!?"
Turnabout samurai,3,354,Cody,"Ultra Rare Premium cards are way rarer than plain Ultra Rare cards! Come ON! Man, for a grown-up, you sure are dumb!"
Turnabout samurai,3,355,Phoenix,Premium... rare... why do I feel like we're talking about steaks?
Turnabout samurai,3,356,Penny,"Oh, hi."
Turnabout samurai,3,357,Phoenix,Hello. What brings you here?
Turnabout samurai,3,358,Penny,"Oh, well, I had to arrange some stuff... Umm..."
Turnabout samurai,3,359,Phoenix,Yes?
Turnabout samurai,3,360,Penny,"The, um, girl with you. Doesn't she seem a little different? Like, is she even the same person as before?"
Turnabout samurai,3,361,Phoenix,"Um, nope! She's the same as always."
Turnabout samurai,3,362,Mia,Same as always.
Turnabout samurai,3,363,Penny,Okay... whatever you say...
Turnabout samurai,3,364,Phoenix,Have you seen that boy since then?
Turnabout samurai,3,365,Penny,"Nope. You missed it, though. The security lady was chasing around after the boy so fast I thought she'd collapse. Of course, he got away in the end. Boy, was she mad!"
Turnabout samurai,3,366,Phoenix,"Actually, we saw them. How's the old windbag doing?"
Turnabout samurai,3,367,Penny,She was squeezing donuts through her clenched fists back at the guard station.
Turnabout samurai,3,368,Phoenix,(Some people take their jobs a little too seriously.)
Turnabout samurai,3,369,Phoenix,Are all the posters on the wall here of Hammer?
Turnabout samurai,3,370,Penny,Yes. It's really a terrible loss for the studios.
Turnabout samurai,3,371,Phoenix,"But... his popularity had been waning recently, right?"
Turnabout samurai,3,372,Penny,"That's true. Then again, after what happened..."
Turnabout samurai,3,373,Phoenix,After WHAT happened?
Turnabout samurai,3,374,Penny,"Y-you mean, you don't know about Hammer...?"
Turnabout samurai,3,375,Phoenix,"No, what?"
Turnabout samurai,3,376,Penny,I-I'm sorry. I shouldn't have said anything.
Turnabout samurai,3,377,Phoenix,"Wait, now you have to tell me. What happened with Hammer?"
Turnabout samurai,3,378,Penny,I-I'm sorry. I'm probably not the one who should tell you.
Turnabout samurai,3,379,Phoenix,(Uh oh. Why do I get the feeling something's being covered up here?)
Turnabout samurai,3,380,Phoenix,Do you know anything about this?
Turnabout samurai,3,381,Penny,"Hey, that's a Steel Samurai trading card. I collect those, actually. I'm one card away from a complete set!"
Turnabout samurai,3,382,Phoenix,A complete set?
Turnabout samurai,3,383,Penny,"Yeah, a set of one of each card."
Turnabout samurai,3,384,Phoenix,Huh...
Turnabout samurai,3,385,Penny,... Wait...Waitwaitwaitwait!!! That's it!!! That's the card I need! You don't know how long I've been looking for it!
Turnabout samurai,3,386,Phoenix,Uh...
Turnabout samurai,3,387,Penny,"I don't care what kind of girl you might think I am, I need that card! P-please! I beg you! Please trade with me!"
Turnabout samurai,3,388,Phoenix,T-trade with you?
Turnabout samurai,3,389,Penny,"Yes, trade cards! Look, I'll even trade you an Ultra Rare Premium card!"
Turnabout samurai,3,390,Phoenix,Trade me a... huh?
Turnabout samurai,3,391,Penny,"Yes, it's a good deal for your Ultra Rare! Please!!!"
Turnabout samurai,3,392,Mia,Phoenix! Can't you see she's desperate?
Turnabout samurai,3,393,Phoenix,(W-what's everybody getting so excited about...?)
Turnabout samurai,3,394,Phoenix,Okay.
Turnabout samurai,3,395,Penny,Really!? Th-thanks!!! Then this is for you.
Turnabout samurai,3,396,Penny,Yaa-hoo!
Turnabout samurai,3,397,Phoenix,(And there she goes...)
Turnabout samurai,3,398,Mia,Doesn't doing good things like that make you feel great?
Turnabout samurai,3,399,Phoenix,"Yeah. Yeah, it does."
Turnabout samurai,3,400,Phoenix,See this card?
Turnabout samurai,3,401,Cody,"Yeah, so... Wait! That's it!!! That's the last Ultra Rare Premium card I need! C'mon give it to me, please! You gotta give it to me!"
Turnabout samurai,3,402,Phoenix,"(Wow, I've never seen him so... eager.) R-right! Okay! How about a trade?"
Turnabout samurai,3,403,Cody,"You're on! I'll give you a ""Samurai Spear"" and throw in an ""Evil Magistrate"" to boot!!"
Turnabout samurai,3,404,Phoenix,No no no no... not that kind of trade. I don't want cards. I want information.
Turnabout samurai,3,405,Cody,Huh? You sure? Fine by me!
Turnabout samurai,3,406,Mia,"Okay, Phoenix. Let's hear what he has to say. If he knows something that could help us, we can have him take the stand tomorrow."
Turnabout samurai,3,407,Phoenix,So... you like the Steel Samurai.
Turnabout samurai,3,408,Cody,He's so cool!
Turnabout samurai,3,409,Phoenix,I... I guess.
Turnabout samurai,3,410,Cody,"You're judging him by his looks! You have to look at his actions, at his life!"
Turnabout samurai,3,411,Phoenix,(I'm being lectured on life by a grade schooler...)
Turnabout samurai,3,412,Cody,"You like him too, don'tcha?"
Turnabout samurai,3,413,Phoenix,"Uh... Oh, me? Y-yeah! I, um, love the Steel Samurai."
Turnabout samurai,3,414,Cody,"So, tell me what your favorite thing about the Steel Samurai is!"
Turnabout samurai,3,415,Phoenix,"(Got to think of something...) I like it when he, uh, he vanquishes his foes!"
Turnabout samurai,3,416,Cody,Yeah! Whizzam! The Steel Samurai always wins! Always! Check this out! It's my fan album!
Turnabout samurai,3,417,Phoenix,What the...? It's all pictures of the Steel Samurai.
Turnabout samurai,3,418,Cody,I go to every live performance!
Turnabout samurai,3,419,Phoenix,(Those stupid publicity stunts where they beat each other up in public...?)
Turnabout samurai,3,420,Cody,I always take a picture when the Steel Samurai lands the final blow! Whizzam! I got 'em all! I never missed one! A perfect collection! Check it out! My new digital camera!
Turnabout samurai,3,421,Mia,"Wow, that's very impressive. The newest model, isn't it?"
Turnabout samurai,3,422,Cody,"You bet, lady! I just got it for my birthday. My album has a name, wanna hear it? ""The Steel Samurai: Path To Glory."" The Steel Samurai always wins! Always! Hey, if you want this, you can have it, lady."
Turnabout samurai,3,423,Mia,Really? Are you sure?
Turnabout samurai,3,424,Cody,"Yeah, I took these with a digital camera. I got all the data at home so I can always make another one."
Turnabout samurai,3,425,Mia,"Well, then I'm happy to accept! Thank you."
Turnabout samurai,3,426,Phoenix,(What's with people always giving stuff to Mia? What a life!)
Turnabout samurai,3,427,Mia,?
Turnabout samurai,3,428,Phoenix,"You were here on the day of the... incident, right?"
Turnabout samurai,3,429,Cody,Yeah...
Turnabout samurai,3,430,Phoenix,Did you see anything unusual?
Turnabout samurai,3,431,Cody,...
Turnabout samurai,3,432,Mia,Cody.
Turnabout samurai,3,433,Cody,!
Turnabout samurai,3,434,Mia,"Cody, he needs to know because he's fighting for justice. Isn't that the Steel Samurai's motto? ""For great justice""? You have to help us fight for great justice, too."
Turnabout samurai,3,435,Cody,I... I saw... I saw everything!
Turnabout samurai,3,436,Phoenix,"(Well, well... We might get some useful information out of him yet.)"
Turnabout samurai,3,437,Phoenix,Cody... I need to ask you something very important. What did you see on the day of the incident?
Turnabout samurai,3,438,Cody,"... I got here that day around 2:00... I had to come in through the woods out back so that old lady wouldn't see me. I got kinda lost, though. I was in there for maybe a half hour or so. Then I finally got to the studio. After that..."
Turnabout samurai,3,439,Mia,"What is it, Cody?"
Turnabout samurai,3,440,Cody,"Th-the Steel Samurai killed the bad guy! He used his Samurai Spear! Just like always! One shot, one kill! It happened so fast... I got scared. I went home after that."
Turnabout samurai,3,441,Phoenix,I... I see. It must have been hard for you.
Turnabout samurai,3,442,Cody,"Man, you say those nice things but it's so obvious you aren't speaking from the heart."
Turnabout samurai,3,443,Phoenix,(Umm... right.) Mia?
Turnabout samurai,3,444,Mia,Yes?
Turnabout samurai,3,445,Phoenix,I think we can say for sure this means the Steel Samurai did it.
Turnabout samurai,3,446,Mia,True enough.
Turnabout samurai,3,447,Phoenix,"And the director has an alibi, so it wasn't him."
Turnabout samurai,3,448,Mia,Indeed.
Turnabout samurai,3,449,Phoenix,So... the only person left who it could have been is Will Powers!
Turnabout samurai,3,450,Mia,"... I have to admit, it's kind of a shock. But if you put this boy on the witness stand, your client will be ""guilty"" for sure."
Turnabout samurai,3,451,Phoenix,Let's not call him then...
Turnabout samurai,3,452,Mia,I think that would be wise. Best to leave this one alone.
Turnabout samurai,3,453,Gumshoe,"Not so fast, pal!"
Turnabout samurai,3,454,Gumshoe,"I heard everything! This boy here's a key witness! And he's under police protection, starting now! C'mon, son. You've got a rendezvous with me down at the precinct!"
Turnabout samurai,3,455,Cody,No! I ain't going! Waah!
Turnabout samurai,3,456,Mia,... That didn't go so well. We're back to zero leads. And now we have a serious handicap in court.
Turnabout samurai,3,457,Phoenix,"W-what're we going to do, Mia!"
Turnabout samurai,3,458,Mia,"Well, hmm... I... really need to be going. Don't worry, Phoenix. I'm sure you'll be fine!"
Turnabout samurai,3,459,Phoenix,"Whoa whoa whoa! C-come to the trial tomorrow, please! I need you there!"
Turnabout samurai,3,460,Mia,"Phoenix, can I ask you something? Do you really believe that Mr. Powers is innocent?"
Turnabout samurai,3,461,Phoenix,Of course he is!
Turnabout samurai,3,462,Mia,"... That's all I wanted to hear. Excellent. I'll see you in court, then."
Turnabout samurai,3,463,Phoenix,"Great! Thanks, Mia!"
Turnabout samurai,3,464,Mia,See you soon.
Turnabout samurai,4,0,Will,... ... Umm... Mr. Wright?
Turnabout samurai,4,1,Phoenix,Yes?
Turnabout samurai,4,2,Will,Why do you look so... unhappy?
Turnabout samurai,4,3,Phoenix,"O-oh! Oh, nothing! Eh heh heh. Really, it's nothing. Right, Mia? (Uh oh. She looks even unhappier...)"
Turnabout samurai,4,4,Mia,Phoenix. Your client is now practically a dead man walking... Perhaps that's why I feel particularly close to him.
Turnabout samurai,4,5,Phoenix,"This is no time for dead-people jokes, please."
Turnabout samurai,4,6,Mia,"You know we're going into this trial utterly defenseless. Yet, if Mr. Powers is truly innocent... We should be able to find something overlooked in the evidence to prove it."
Turnabout samurai,4,7,Phoenix,"Something ""overlooked""...?"
Turnabout samurai,4,8,Mia,"We have to find something, Phoenix, today. It's that, or lose the trial."
