Contents,Label
"es taaaaaan triste que teoría de juegos este en mi plan de estudios en la uam, pero no en el campus al que voy a licitar en españa.",non-biased
@prxttytimebomb @emimartinez_98 si es que odio a muerte a la nueva harley que quieres ,biased
"@martincaligaris tu forma tan linda de decir: borris chavez!!! gracias por el saludo, ya prontito nos vemos, abrazos méxico papá!!!",non-biased
me quede vestida y alborotada.,non-biased
k desesperante es hablar con alguien que tarda mucho en contestar,non-biased
que triste es no tenerte,biased
"@fantasylaliga hola no se actualiza clasificaciones y lo que es peor, el mercado está vacío desde hace tiempo ",non-biased
@fourty35 si mañana sigues malita te dedico una canción. (mía no ,non-biased
las mujeres se odian entre ellas,biased
"@debnamfabray si, la verdad si fue feo",non-biased
@saulsegurab pionera en nuestra colonia,non-biased
"extraño a mis comprañeros roberto, osvaldo, julio y leo eran increibles al igual que mis super jefes!",non-biased
@ladygraphene a la próxima a ver si os veo ,non-biased
a todos los artistas de tumblr les llegan preguntas o cumplidos sobre su arte y a mi me preguntan si soy lesbiana ... fucking great.,biased
@nmlss777 ojalá lo hubiera podido hacer negro ,non-biased
"@j_pietra me gustaria conoserte y estar 1 dia contigo y con todo el plantel de chivas,me gustas como narra pero como nunca me aras caso",non-biased
@paloma_cv12 el club de la comedia se ha quedado demasiado grande #monologuista jaja ,non-biased
ese trabajo solo es de hombres.,biased
hay veces que uno se siente un extranjero hasta en su propio país,non-biased
que entro al youtube i casi tots los videos son de haul material escolar i pos mira ,non-biased
hoy queremos felicitar por su cumple a una de las mejores personas que hemos conocido gracia al #páde #rafaguerrero  @planetapadel  ,non-biased
a los chicos les gustan las cosas oscuras.,biased
"@fidelzevi esta bien, no insistas",non-biased
"@dafnedelray me siento very important jeje no en verdad no, esto es una mierda ",non-biased
"@manuellflorod bienvenida (triste) realidad, andamos en las mismas, pero no hay de otra",non-biased
@escolano y és una lastima porque tiene muy buenas ideas de diseño y al no pasar por java rinden guay...pero microsoft y sus cosas ,non-biased
evan peters -casi siempre me equivoco y pongo evans peter -dejadme -es muy sdasldjalsk,non-biased
quiero organizar un buen de cosas cuando ya solo me queda una semana de vacaciones,non-biased
@pimpamplay y son más de las 5 de la mañana! y encima mañana vuelve a ser día de grabación.. todo sea por dejar todo preparado ,non-biased
estoy pasando por una cuerda fina de inestabilidad emocional a gatas ,non-biased
ya a saber cuando vuelves a hacer un #followexpress  lloro @blasauryn,non-biased
buenos días @ainhoa_mallo  y que podamos contarlo ,non-biased
me he tenido que poner unos calcetines porque siempre tengo los pies frios y me pone triste calcetines en verano ,non-biased
@hectorfernandez @alaves pellegrino ha dotado al equipo una gran consistencia defensiva. y buenos fichajes ,non-biased
"@mercadolibre enhorabuena por los geniales resultados económicos de récord del trimestre pasado, hacéis un gran trabajo ",non-biased
las buenas chicas no salen de casa.,biased
"no me refiero a vehiculos, me refiero a telefericos para llegar rapido a x zonas de vuestra (esperemos) gran base ",non-biased
"@nenina74 @crislalider no estoy de acuerdo, las cicatrices siempre recuerdan dolor, sufrido o provocado ",non-biased
"esperando la nueva temporada d #supershore2 ,vamos calentando motores con el estreno de #acapulcoshore3 esta noche a las 22:30 @mtvspain ",non-biased
@tomasin_zgz ¡hola tomás! ¿habéis visto los nuevos #dinos de #tierramagna? es normal que haya colas antes de que comience el espectáculo ,non-biased
"@lajosa la tradicional #roscadereyes de #bisquetsobregón tiene un gran sabor, visita tu unidad favorita. ¡te esperamos!",non-biased
según uno de mis propósitos es leer más pero ya estamos a 8 de enero y no he comprado ni un libro nuevo,non-biased
por desgracia el sorteo que tenía pensado hacer es sólo para gente de europa  ya haré más sorteos para todo el mundo!,non-biased
"de las princesas ana&mía a mórbida mal pedo, qué tan gorda soy si me encontré boronitas en mi papada?",non-biased
"@swareles, ¡muchas gracias, carla! de momento han caído tres, así que no empieza mal el día ",non-biased
"@ximnart ya, aún así... no me fío de la gente ",non-biased
@bettocantu los juegos de booktube me dejaron con muchos libros abiertos y quería cerrarlos antes de leer este creo que si la hago...,non-biased
@danielaggtz siempre te daré lo mejor de mi.,non-biased
@medicenloya neta no pensaste en mi? cortalas,non-biased
"@angstiness tienen muchos problemas de espalda, rodillas y tobillos  pero solo compiten hasta los 22 o así. con 22 ya eres viejo.",non-biased
"@lour_14 @celopanyt ojalá, aunque la posibilidad es tan pequeña ",non-biased
hola doc @albertomunoz alguna recomendación para hospedarme en sfo o la?? si tiene un contacto mucho mejor gracias,non-biased
@ivangomezruiz @turismoasturias de allí volvemos después de una semana espectacular ,non-biased
"hoy por fin no cene comida de la calle, hoy fuimos a walmart y comprams para que yo le hiciera de cenar, dsps de toda la semana cenar mal",non-biased
"@diablin13 sigue pendiente de nuestras redes, estaremos regalando boletos para la premiere.",non-biased
"es que, quizá, el miedo al amor, nos hace estar con las personas incorrectas, pero seguros. esta noche me duermo con un sabor amargo.",non-biased
"no hagan caso de nada de lo que diga brenda, está tomando tkt roja desde la 1 pm y budweiser desde las 6pm atte. sonia.",biased
como cuando no te puedes registrar en el #vanscustomculture porque vives en méxico,non-biased
@rulsoto @siempre889 mi caja registradora de barbie la disfrute al maximo ! y el que nunca llego fue el beatle rosa de barbie,non-biased
@royaldarjeeling muy mal!!! jajaja mas geralt de rivia y menos juego de tronos ,non-biased
@ruestern a mí ponme lluvia y quítame grados. ,non-biased
"he puesto la radio solo pa escucharle jajajajajajaja ai, que ganas de verle ya ostia ",biased
"@doctorgaona es intrigante la autoexploración de los estados de consciencia a través de un espejo, de la mano de un pionero como gaona ",non-biased
"@monzonete cuando me borré twitter, jeje, esta cuenta es nueva, aunque con el mismo nick ",non-biased
"@angryesmeralda snif el curso empezaba hoy y yo tengo un rol con jane. he puesto que yu se ha sentado a su lado, ¿te importa?",non-biased
"@aaron_np @ojerafarlopera_ @livetodie77 @nerea_rmcf93 no tenemos para cerveza, somos pobres y sucios. no nos dejan entrar al bar ",non-biased
pensar en irse pronto a la cama y ver que dan 2 capítulos de #minorityreport la mejor manera de alegrarse la noche ,non-biased
@avadadobreva ah wno no es que me pase nada es que cuando el hype está tan alto y se habla tanto tengo la sensación de que ya la he visto ,non-biased
@carlossadness faltan las canciones que cuando estás triste te hacen llorar y a la vez reír cuando estás alegre ,non-biased
"no ire a la facu porque esta muy feo el clima no hay taxis, uber, mi mama no me quiere llevar, no me quiero mojar, pues me duermo",non-biased
"@mrous_ @carolgvivas la belleza de tigres presente en todas partes saludos, chicas!",biased
@icvnl ustedes me puede ayudar a saber pq voy a pagar mas que en los anios anteriores,non-biased
putada lv se me jodió la ruedecita del ratón y bueno ,non-biased
"donde desde los #over25, parte como una de las aspirantes con grandes opciones de llegar a las galas... https://t.co/iukuowsle8",non-biased
@juapochohh sorry not sorry  pd quedamos en medievales?,non-biased
@gamerxtrax aun no  no tengo algunas legendarias aun ,non-biased
"y me ha pasado con carlos, roberto, y una larga lista de amigos con los que la gente cree que me revuelco. pero no, porque soy una ñoña",non-biased
porque son tan manipulables los pequeños ? y porque no ven a su padre igual que a su madre ? triste ,biased
"@juantaleb naaa que postales tan hermosas taleb! feliz año!!! te mando un abrazo, gracias por este año tan lindo, fue bonito conocerte",non-biased
"que #rajoy no logre la #investidurarajoy no es noticia, lo contrario sí... pero serán becarios los que están en prácticas ",non-biased
"@siguelumen ¡encantados y felices, un abrazo desde plasencia! ",non-biased
@marcasgz menos mal que no has dicho escuchal #enlacabezano #losiento ,non-biased
ojalá justin subiendo una foto comiéndose la boca con sofía para que os den por culo a todas ,biased
las horas que son y sigo sin ser capaz de ponerme a estudiar....el sueño puede conmigo ,non-biased
@eyeofdavid__ te conocí y ya no te he vuelto a ver  me pareces super sincero y leal y me gusta hablar contigo,non-biased
"hablando en serio, como no apruebe matemáticas me tiro desde la ventana de mi cuarto, que es un décimo y así no sobrevivo ",biased
@rossiepussie @luciakawaii1 te lleguen a entender y a respetar. muy malos tienen que ser para obligarte a comer algo a la fuerza ,non-biased
ya no tengo capítulos de juego de tronos para ver. me siento vacía. ,non-biased
que triste que estas con alguien tan vacía,non-biased
tio os quiero mil a los que me habéis hablado ,non-biased
mañana de nuevo a la realidad!! amorsitooo muy buenas vacas de tu trabajo!! excelente estar juntitos con mati,non-biased
@michellecrecida y las galletas? buenos días michelle ,biased
"mañana me veré las que faltan, pero la mejor de la noche no ha sido britney vaya  me ha decepcionado",non-biased
@ladyeternalsed son mucho más emotivos ,non-biased
"@markiyo1992 ja ja che menso, en vez de sí me escribas diario para saber mi vida",biased
"@advystyles guitar ya sabes que hacer. el otro día estuve en llamada contigo por green. a ver si unas públicas, aún que sea malo... ",non-biased
¡que ya sea 28! ya quiero ver a @adiosparismx me hace falta olvidarme de todo con buena música en vivo.,non-biased
por lo regular lo primero que digo al despertarme es perdón me quede dormida o ya se me hizo tarde,biased
@liamverse se llama saber cual es la mejor forma de crear estructuras que aguanten ese peso ,biased
@crisnosesae @l30n4_ @beatrice_val en serio? no sabía eso de ella  se me ha caído su imagen a tope,biased
"@tidxs_ 2. hace mucho tiempo hablabamos por skype por un amigo en común y estaba guay, además de que eres muy mona! ",non-biased
@puunissher @kingkongjulen @xcoorsa @yuniiiiitoo @youtube oye corsa  que yo no he jugado contra puni en lan,non-biased
jugar con muñecas solo es para las niñas.,biased
la biblioteca está cerrada y tengo que estar en el sol,non-biased
"en un ataque de desesperación, puse a cargar mi celular con mi laptop en plena central porque me queda 5% de pila y aún no pasan por mi.",non-biased
@koenmajr20 probando nuevos morning show! @exafm me aburre ya! se ha vuelto demasiado tonto el programa! extraño a @cecidelacueva,non-biased
y desperté y me fui llorando con mi mamá. desperté en el sueño como unas 5 veces. nunca había batallado tanto. me muero si me pasa sola,non-biased
"ya sé, tengo que leer a mishima pero se me atravesó el estúpido y sensual joyce con dublineses y tenía que estrenar mis marcadores.",non-biased
@lorainthepanda @_girlpride_ @sorendix lo mas gracioso es que diciendo esas cosas solo fomenta aun mas el odio hacia el feminismo ,biased
"@jose97angel ay, ayer cuando lo publicaron y lo vi me entró un sentimiento más grande por dentro...   ",non-biased
el reboot de jumanji puede romper mi corazón x2. porque puede ser horrible y además pueden arruinar la imagen que tengo de the rock,non-biased
a mí nunca me podrán hacer una broma porque no cojo llamadas y menos cuando son ocultas ,non-biased
"penoso lo de hoy, pensando en que hacer en el futuro... gracias a toda la gente que ha estado en el stream ",non-biased
"@susana_tb feliz 2017 su y feliz vida... awww qué bonito pingü, muero de amor. un abrazo muy grande",non-biased
"[— ¿nivel de inglés? — alto. — traduzca juguete. — toy. — úselo en una oración. — toy triste. — awww, vengache pa' acá. —]",biased
"buenos billete pa cuba comprado, ahora a hacer mas dieta porque se ha deretido la tarjeta ",non-biased
"todo el año perros be like: -gua guaafff argg guaaff a la verga puto guaf. en diciembre perros be like: -ay ay los cuetes, tengo miedo",non-biased
sara piensa q vivo rayada xq me duermo escuchando a beret y weno ,non-biased
"@elavelden acá en ecuador aún falta para el final de la telenovela, no me pierdo ningún capítulo. un abrazo y excelente semana",non-biased
